original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
TAKE 1 CAPSULE BY MOUTH ONCE DAILY FOR 90 DAYS,take 1 capsule by mouth once daily for 90 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,34,once daily,daily,,,,,90,,day,35,45,90 day,,,,,
TAKE ONE TABLET BY MOUTH DAILY WITH DINNER,take one tablet by mouth daily with dinner,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,with dinner,31,42,with dinner,,,,,,,,,,,
TAKE 2 MG BY MOUTH DAILY WITH BREAKFAST,take 2 mg by mouth daily with breakfast,take,0,4,take,,,,,,,2,,mg,4,9, 2 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,with breakfast,25,39,with breakfast,,,,,,,,,,,
TAKE 1 TABLET (60 MG TOTAL) BY MOUTH EVERY MORNING BEFORE BREAKFAST,take 1 tablet 60 mg total by mouth every morning before breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,60,,mg,13,19, 60 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,48,every morning,daily,in the morning,35,48,every morning,,,,,,,,,,,
INJECT 0.3 ML (0.3 MG TOTAL) INTRAMUSCULARLY ONCE AS NEEDED FOR ANAPHYLAXIS FOR UP TO 1 DOSE,inject 0.3 ml 0.3 mg total intramuscularly once as needed for anaphylaxis for up to 1 dose,inject,0,6,inject,0.3,,mL,6,13, 0.3 ml,0.3,,mg,13,20, 0.3 mg,intramuscularly,27,42,intramuscularly,,,,,,,,,,,,,,,,,,,,,,,,,,,1,anaphylaxis,48,90,as needed for anaphylaxis for up to 1 dose
TAKE ONE CAPSULE BY MOUTH TWICE A DAY BEFORE MEALS,take one capsule by mouth twice a day before meals,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,17,25,by mouth,2,,1,,day,,,,,,,,26,37,twice a day,twice daily,before meal,38,50,before meals,,,,,,,,,,,
TAKE BY MOUTH AS NEEDED FOR NAUSEA OR VOMITING,take by mouth as needed for nausea or vomiting,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"nausea,vomiting",14,46,as needed for nausea or vomiting
TAKE 1 TABLET (1 MG TOTAL) BY MOUTH ONCE FOR 1 DOSE,take 1 tablet 1 mg total by mouth once for 1 dose,take,0,4,take,1,,tablet,4,13, 1 tablet,1,,mg,13,18, 1 mg,by mouth,25,33,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (50 MG TOTAL) BY MOUTH ONCE FOR 1 DOSE. MAY REPEAT DOSE ONCE IN 2 HOURS IF NO RELIEF.  DO NOT EXCEED 2 DOSES IN 24 HOURS,take 1 tablet 50 mg total by mouth once for 1 dose may repeat dose once in 2 hours if no relief do not exceed 2 doses in 24 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mg,13,19, 50 mg,by mouth,26,34,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 10 MCG BY MOUTH DAILY,take 10 mcg by mouth daily,take,0,4,take,,,,,,,10,,mcg,4,11, 10 mcg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
APPLY 1 PATCH TOPICALLY DAILY,apply 1 patch topically daily,apply,0,5,apply,1,,transdermal patch,5,13, 1 patch,,,,,,,topically,0,5,apply,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CHEWABLE TABLET BY MOUTH DAILY,take 1 chewable tablet by mouth daily,take,0,4,take,1,,chewable tablet,4,22, 1 chewable tablet,,,,,,,by mouth,23,31,by mouth,1,,1,,day,,,,,,,,32,37,daily,daily,,,,,,,,,,,,,,,
17 G DAILY,17 g daily,,,,,,,,,,,17,,g,0,4,17 g,,,,,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,,,,,
TAKE 0.5 TABLETS (0.05 MG TOTAL) BY MOUTH EVERY NIGHT,take 0.5 tablets 0.05 mg total by mouth every night,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,0.05,,mg,16,24, 0.05 mg,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,51,every night,daily,at night,40,51,every night,,,,,,,,,,,
1 DROP FOUR TIMES A DAY TO THE LEFT EYE STARTING 3 DAYS PRIOR TO SURGERY,1 drop four times a day to the left eye starting 3 days prior to surgery,,,,,1,,drops,0,6,1 drop,,,,,,,in left eye,24,39,to the left eye,4,,1,,day,,,,,,,,7,23,four times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY MORNING BEFORE BREAKFAST,take 1 tablet by mouth every morning before breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every morning,daily,in the morning,23,36,every morning,,,,,,,,,,,
"DRINK 1ST HALF DAY PRIOR ~ 5 PM, 2ND HALF DAY OF PROCEDURE 5 HRS BEFORE LEAVING HOME. MAY SUB GOLYTELY OR PEG",drink 1st half day prior ~ 5 pm 2nd half day of procedure 5 hrs before leaving home may sub golytely or peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 3 ML BY NEBULIZATION EVERY 4 HOURS AS NEEDED FOR WHEEZING,take 3 ml by nebulization every 4 hours as needed for wheezing,take,0,4,take,3,,mL,4,9, 3 ml,,,,,,,via nebulization,13,25,nebulization,1,,4,,hour,,,,,,,,26,38,every 4 hour,every 4 hours,,,,,,,,,,,1,wheezing,40,62,as needed for wheezing
TAKE 2 TABLETS(1000 MG) BY MOUTH TWICE DAILY WITH BREAKFAST AND DINNER,take 2 tablets1000 mg by mouth twice daily with breakfast and dinner,take,0,4,take,2,,tablet,4,14, 2 tablets,1000,,mg,14,21,1000 mg,by mouth,22,30,by mouth,2,,1,,day,,,,,,,,31,42,twice daily,twice daily,with breakfast,43,57,with breakfast,,,,,,,,,,,
RESTASIS 0.05 % EYE DROPS IN A DROPPERETTE,restasis 0.05 % eye drops in a dropperette,,,,,,,,,,,,,,,,,in eye(s),16,19,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (50 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR MODERATE PAIN,take 1 tablet 50 mg total by mouth 3 times a day as needed for moderate pain,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mg,13,19, 50 mg,by mouth,26,34,by mouth,3,,1,,day,,,,,,,,35,48,3 times a day,3 times per day,,,,,,,,,,,1,moderate pain,49,76,as needed for moderate pain
INJECT 1.6 MG UNDER THE SKIN DAILY,inject 1.6 mg under the skin daily,inject,0,6,inject,,,,,,,1.6,,mg,6,13, 1.6 mg,subcutaneously,14,28,under the skin,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
APPLY TOPICALLY 2 TIMES A WEEK,apply topically 2 times a week,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,2,,1,,week,,,,,,,,16,30,2 times a week,2 times per week,,,,,,,,,,,,,,,
"TAKE 5 ML (500,000 UNITS TOTAL) BY MOUTH 4 TIMES A DAY. SWISH IN MOUTH AND SPIT OUT",take 5 ml 500000 units total by mouth 4 times a day swish in mouth and spit out,take,0,4,take,5,,mL,4,9, 5 ml,500000,,units,9,22, 500000 units,by mouth,29,37,by mouth,4,,1,,day,,,,,,,,38,51,4 times a day,4 times per day,,,,,,,,,,,,,,,
"USE 15 ML Q 6 HRS, MIX WITH 4 OUNCES (118ML) OF WARM SALTY WATER, GARGLE, AND THEN EXPECTORATE",use 15 ml q 6 hrs mix with 4 ounces 118ml of warm salty water gargle and then expectorate,use,0,3,use,15,,mL,3,9, 15 ml,,,,,,,,,,,1,,6,,hour,,,,,,,,10,17,q 6 hrs,every 6 hours,,,,,,,,,,,,,,,
"TAKE 3,000 UNITS BY MOUTH DAILY",take 3000 units by mouth daily,take,0,4,take,,,,,,,3000,,units,4,15, 3000 units,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
INHALE 2 PUFFS EVERY 4 HOURS AS NEEDED FOR WHEEZING OR SHORTNESS OF BREATH FOR UP TO 14 DAYS,inhale 2 puffs every 4 hours as needed for wheezing or shortness of breath for up to 14 days,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,4,,hour,,,,,,,,15,27,every 4 hour,every 4 hours,,,,,,,,,,,1,"wheezing,shortness of breath",29,92,as needed for wheezing or shortness of breath for up to 14 days
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN OR SEVERE PAIN,take 1 tablet 10 mg total by mouth every 6 hours as needed for moderate pain or severe pain,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,"moderate pain,severe pain",49,91,as needed for moderate pain or severe pain
ADMINISTER 1 DROP INTO THE RIGHT EYE 4 TIMES A DAY FOR 7 DAYS. PLEASE DO NOT START BEFORE SURGERY,administer 1 drop into the right eye 4 times a day for 7 days please do not start before surgery,administer,0,10,administer,1,,drops,10,17, 1 drop,,,,,,,in right eye,18,36,into the right eye,4,,1,,day,,,,,,,,37,50,4 times a day,4 times per day,,,,,7,,day,51,60,7 day,,,,,
INJECT 0.67 ML (100 MG TOTAL) UNDER THE SKIN DAILY,inject 0.67 ml 100 mg total under the skin daily,inject,0,6,inject,0.67,,mL,6,14, 0.67 ml,100,,mg,14,21, 100 mg,subcutaneously,28,42,under the skin,1,,1,,day,,,,,,,,43,48,daily,daily,,,,,,,,,,,,,,,
ONCE,once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 30 ML BY MOUTH 2 TIMES A DAY (AFTER BREAKFAST AND DINNER),take 30 ml by mouth 2 times a day after breakfast and dinner,take,0,4,take,30,,mL,4,10, 30 ml,,,,,,,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,33,2 times a day,twice daily,after breakfast,34,49,after breakfast,,,,,,,,,,,
TAKE 0.5 MG BY MOUTH AS NEEDED FOR ANXIETY,take 0.5 mg by mouth as needed for anxiety,take,0,4,take,,,,,,,0.5,,mg,4,11, 0.5 mg,by mouth,12,20,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,anxiety,21,42,as needed for anxiety
TAKE 2 TABLETS (600 MG TOTAL) BY MOUTH EVERY NIGHT,take 2 tablets 600 mg total by mouth every night,take,0,4,take,2,,tablet,4,14, 2 tablets,600,,mg,14,21, 600 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,48,every night,daily,at night,37,48,every night,,,,,,,,,,,
TAKE ONE-HALF (1/2) TABLET DAILY,take one-half 1/2 tablet daily,take,0,4,take,0.5,,tablet,13,24, 1/2 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
TAKE 5 ML BY MOUTH EVERY 8 HOURS,take 5 ml by mouth every 8 hours,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,10,18,by mouth,1,,8,,hour,,,,,,,,19,31,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,oxycodone-acetaminophen 10 mg-325 mg tablet,,,,,,,,,,,10,,mg,23,29, 10 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",diclofenac sodium 75 mg tabletdelayed release,,,,,,,,,,,75,,mg,17,23, 75 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEW 4 TABLETS (16 G TOTAL) AS NEEDED FOR LOW BLOOD SUGAR. PLEASE CONSUME WHEN BG < 80MGDL PRN,chew 4 tablets 16 g total as needed for low blood sugar please consume when bg < 80mgdl prn,chew,0,4,chew,4,,tablet,4,14, 4 tablets,16,,g,14,19, 16 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,low blood sugar,26,91,as needed for low blood sugar please consume when bg < 80mgdl prn
TAKE 2 TABLETS BY MOUTH AS NEEDED,take 2 tablets by mouth as needed,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,24,33,as needed
TAKE 1 TABLET BY MOUTH EVERY DAY FOR 30 DAYS,take 1 tablet by mouth every day for 30 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,30,,day,33,43,30 day,,,,,
AS DIRECTED. FOLLOW PACKAGE DIRECTIONS,as directed follow package directions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,as directed,,,,,,,,,,,,,,,,
TAKE 1 TABLET (100 MG TOTAL) BY MOUTH EVERY EVENING,take 1 tablet 100 mg total by mouth every evening,take,0,4,take,1,,tablet,4,13, 1 tablet,100,,mg,13,20, 100 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every evening,daily,in the evening,36,49,every evening,,,,,,,,,,,
TAKE 1 TABLET (400 MG TOTAL) BY MOUTH EVERY 6 HOURS FOR 10 DAYS,take 1 tablet 400 mg total by mouth every 6 hours for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,400,,mg,13,20, 400 mg,by mouth,27,35,by mouth,1,,6,,hour,,,,,,,,36,48,every 6 hour,every 6 hours,,,,,10,,day,50,60,10 day,,,,,
INJECT 1 ML (90 MG TOTAL) UNDER THE SKIN EVERY 8 WEEKS,inject 1 ml 90 mg total under the skin every 8 weeks,inject,0,6,inject,1,,mL,6,11, 1 ml,90,,mg,11,17, 90 mg,subcutaneously,24,38,under the skin,1,,8,,week,,,,,,,,39,51,every 8 week,every 8 weeks,,,,,,,,,,,,,,,
TAKE 2 TABLETS BY MOUTH EVERY NIGHT AS NEEDED FOR CONSTIPATION FOR UP TO 10 DAYS,take 2 tablets by mouth every night as needed for constipation for up to 10 days,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,35,every night,daily,at night,24,35,every night,,,,,,,1,constipation,36,80,as needed for constipation for up to 10 days
ALPRAZOLAM 0.5 MG TABLET,alprazolam 0.5 mg tablet,,,,,,,,,,,0.5,,mg,10,17, 0.5 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOSARTAN 50 MG TABLET,losartan 50 mg tablet,,,,,,,,,,,50,,mg,8,14, 50 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 0.5 TABLETS (2 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR NAUSEA OR VOMITING FOR UP TO 2 DAYS,take 0.5 tablets 2 mg total by mouth every 8 hours as needed for nausea or vomiting for up to 2 days,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,2,,mg,16,21, 2 mg,by mouth,28,36,by mouth,1,,8,,hour,,,,,,,,37,49,every 8 hour,every 8 hours,,,,,,,,,,,1,"nausea,vomiting",51,100,as needed for nausea or vomiting for up to 2 days
INJECT 0.5ML INTRAMUSCULARLY ONCE,inject 0.5ml intramuscularly once,inject,0,6,inject,0.5,,mL,6,12, 0.5ml,,,,,,,intramuscularly,13,28,intramuscularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 1 PEN UNDER THE SKIN EVERY 7 DAYS,inject 1 pen under the skin every 7 days,inject,0,6,inject,1,,pen,6,12, 1 pen,,,,,,,subcutaneously,13,27,under the skin,1,,7,,day,,,,,,,,28,39,every 7 day,every 7 days,,,,,,,,,,,,,,,
APPLY 1 G TOPICALLY 3 TIMES A DAY,apply 1 g topically 3 times a day,apply,0,5,apply,,,,,,,1,,g,5,9, 1 g,topically,0,5,apply,3,,1,,day,,,,,,,,20,33,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 800 MG BY MOUTH 4 TIMES A DAY,take 800 mg by mouth 4 times a day,take,0,4,take,,,,,,,800,,mg,4,11, 800 mg,by mouth,12,20,by mouth,4,,1,,day,,,,,,,,21,34,4 times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH DAILY. FOR 84 DAYS,take 1 tablet by mouth daily for 84 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,84,,day,29,39,84 day,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MILD PAIN. DO NOT EXCEED 2000 MG DAILY,take 1 tablet 500 mg total by mouth every 6 hours as needed for mild pain do not exceed 2000 mg daily,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,1,,6,,hour,,,,,,,,36,48,every 6 hour,every 6 hours,,,,,,,,,,,1,mild pain,50,101,as needed for mild pain do not exceed 2000 mg daily
TAKE 50 MG BY MOUTH EVERY 6 HOURS AS NEEDED FOR ITCHING,take 50 mg by mouth every 6 hours as needed for itching,take,0,4,take,,,,,,,50,,mg,4,10, 50 mg,by mouth,11,19,by mouth,1,,6,,hour,,,,,,,,20,32,every 6 hour,every 6 hours,,,,,,,,,,,1,itching,34,55,as needed for itching
INJECT 0.5 ML (100 MG TOTAL) INTRAMUSCULARLY EVERY 14 DAYS,inject 0.5 ml 100 mg total intramuscularly every 14 days,inject,0,6,inject,0.5,,mL,6,13, 0.5 ml,100,,mg,13,20, 100 mg,intramuscularly,27,42,intramuscularly,1,,14,,day,,,,,,,,43,55,every 14 day,every 14 days,,,,,,,,,,,,,,,
CHEW 1 TABLET (4 G TOTAL) AS NEEDED FOR LOW BLOOD SUGAR,chew 1 tablet 4 g total as needed for low blood sugar,chew,0,4,chew,1,,tablet,4,13, 1 tablet,4,,g,13,17, 4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,low blood sugar,24,53,as needed for low blood sugar
TAKE 1.5 TABLETS (450 MG TOTAL) BY MOUTH EVERY 12 HOURS,take 1.5 tablets 450 mg total by mouth every 12 hours,take,0,4,take,1.5,,tablet,4,16, 1.5 tablets,450,,mg,16,23, 450 mg,by mouth,30,38,by mouth,1,,12,,hour,,,,,,,,39,52,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
"TAKE 4,000 ML BY MOUTH ONCE FOR 1 DOSE. DRINK FIRST HALF THE DAY PRIOR @ 4PM, THEN 2ND HALF THE DAY OF PROCEDURE 5 HRS BEFORE LEAVING HOME. MIX 1 OZ. SIMETHICONE INFANT GAS DROPS INTO 4L PREP",take 4000 ml by mouth once for 1 dose drink first half the day prior @ 4pm then 2nd half the day of procedure 5 hrs before leaving home mix 1 oz simethicone infant gas drops into 4l prep,take,0,4,take,4000,,mL,4,12, 4000 ml,,,,,,,by mouth,13,21,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 6 ML (600 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 6 ml 600 mg total by mouth 2 times a day,take,0,4,take,6,,mL,4,9, 6 ml,600,,mg,9,16, 600 mg,by mouth,23,31,by mouth,2,,1,,day,,,,,,,,32,45,2 times a day,twice daily,,,,,,,,,,,,,,,
INHALE 2 PUFFS EVERY 6 HOURS,inhale 2 puffs every 6 hours,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,6,,hour,,,,,,,,15,27,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
"TAKE 70 MG BY MOUTH WEEKLY. TAKE ON EMPTY STOMACH IN MORNING WITH LOTS OF WATER ONLY, THEN DO NOT LIE DOWN FOR 30 MIN",take 70 mg by mouth weekly take on empty stomach in morning with lots of water only then do not lie down for 30 min,take,0,4,take,,,,,,,70,,mg,4,10, 70 mg,by mouth,11,19,by mouth,1,,1,,week,,,,,,,,20,26,weekly,every week,,,,,,,,,,,,,,,
ADMINISTER 1 DROP INTO THE RIGHT EYE EVERY 4 HOURS FOR 10 DAYS,administer 1 drop into the right eye every 4 hours for 10 days,administer,0,10,administer,1,,drops,10,17, 1 drop,,,,,,,in right eye,18,36,into the right eye,1,,4,,hour,,,,,,,,37,49,every 4 hour,every 4 hours,,,,,10,,day,51,61,10 day,,,,,
TAKE BY MOUTH EVERY 6 HOURS,take by mouth every 6 hours,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,1,,6,,hour,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (75 MG TOTAL) BY MOUTH DAILY FOR 10 DAYS,take 1 capsule 75 mg total by mouth daily for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,75,,mg,14,20, 75 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,10,,day,42,52,10 day,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH AT BEDTIME AS NEEDED FOR MUSCLE SPASMS,take 1 tablet 4 mg total by mouth at bedtime as needed for muscle spasms,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,44,at bedtime,daily,at bedtime,34,44,at bedtime,,,,,,,1,muscle spasm,45,72,as needed for muscle spasms
SHAKE LIQUID AND USE 2 SPRAYS IN EACH NOSTRIL EVERY DAY,shake liquid and use 2 sprays in each nostril every day,use,17,20,use,2,,spray,20,28, 2 spray,,,,,,,in each nostril,30,45,in each nostril,1,,1,,day,,,,,,,,46,55,every day,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 8 HOURS AS NEEDED FOR HEADACHES,take 1 tablet by mouth every 8 hours as needed for headaches,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,headache,37,60,as needed for headaches
"TAKE 3 CAPSULES (1,200 MG TOTAL) BY MOUTH 3 TIMES A DAY",take 3 capsules 1200 mg total by mouth 3 times a day,take,0,4,take,3,,capsule,4,15, 3 capsules,1200,,mg,15,23, 1200 mg,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,52,3 times a day,3 times per day,,,,,,,,,,,,,,,
METFORMIN 500 MG TABLET,metformin 500 mg tablet,,,,,,,,,,,500,,mg,9,16, 500 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAKE 1 TABLET (1,000 MG TOTAL) BY MOUTH EVERY 8 HOURS",take 1 tablet 1000 mg total by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,1000,,mg,13,21, 1000 mg,by mouth,28,36,by mouth,1,,8,,hour,,,,,,,,37,49,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 3 TABLETS (1.5 MG TOTAL) BY MOUTH DAILY,take 3 tablets 1.5 mg total by mouth daily,take,0,4,take,3,,tablet,4,14, 3 tablets,1.5,,mg,14,21, 1.5 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR NAUSEA OR VOMITING FOR UP TO 2 DAYS,take 1 tablet 4 mg total by mouth 3 times a day as needed for nausea or vomiting for up to 2 days,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,3,,1,,day,,,,,,,,34,47,3 times a day,3 times per day,,,,,,,,,,,1,"nausea,vomiting",48,97,as needed for nausea or vomiting for up to 2 days
TAKE 1 TABLET (1 MG TOTAL) BY MOUTH EVERY 8 HOURS,take 1 tablet 1 mg total by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,1,,mg,13,18, 1 mg,by mouth,25,33,by mouth,1,,8,,hour,,,,,,,,34,46,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
1 DEVICE CONTINUOUSLY,1 device continuously,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERT INTO THE RECTUM,insert into the rectum,insert,0,6,insert,,,,,,,,,,,,,rectally,7,22,into the rectum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (30 MG TOTAL) BY MOUTH EVERY 3 HOURS AS NEEDED FOR MODERATE PAIN,take 1 tablet 30 mg total by mouth every 3 hours as needed for moderate pain,take,0,4,take,1,,tablet,4,13, 1 tablet,30,,mg,13,19, 30 mg,by mouth,26,34,by mouth,1,,3,,hour,,,,,,,,35,47,every 3 hour,every 3 hours,,,,,,,,,,,1,moderate pain,49,76,as needed for moderate pain
INJECT 40 MG UNDER THE SKIN EVERY 14 DAYS,inject 40 mg under the skin every 14 days,inject,0,6,inject,,,,,,,40,,mg,6,12, 40 mg,subcutaneously,13,27,under the skin,1,,14,,day,,,,,,,,28,40,every 14 day,every 14 days,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (250 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 capsule 250 mg total by mouth 2 times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,250,,mg,14,21, 250 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,,,,,
INJECT 1 ML (150 MG TOTAL) INTRAMUSCULARLY EVERY 3 MONTHS,inject 1 ml 150 mg total intramuscularly every 3 months,inject,0,6,inject,1,,mL,6,11, 1 ml,150,,mg,11,18, 150 mg,intramuscularly,25,40,intramuscularly,1,,3,,month,,,,,,,,41,54,every 3 month,every 3 months,,,,,,,,,,,,,,,
SHAKE LIQUID AND USE 1 SPRAY IN EACH NOSTRIL TWICE DAILY,shake liquid and use 1 spray in each nostril twice daily,use,17,20,use,1,,spray,20,28, 1 spray,,,,,,,in each nostril,29,44,in each nostril,2,,1,,day,,,,,,,,45,56,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS (5 MG TOTAL) BY MOUTH DAILY FOR 5 DAYS. TAKE WITH OR WITHOUT FOOD,take 2 tablets 5 mg total by mouth daily for 5 days take with or without food,take,0,4,take,2,,tablet,4,14, 2 tablets,5,,mg,14,19, 5 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,5,,day,41,50,5 day,,,,,
TAKE 1 TABLET (200 MG TOTAL) BY MOUTH EVERY MORNING,take 1 tablet 200 mg total by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,200,,mg,13,20, 200 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every morning,daily,in the morning,36,49,every morning,,,,,,,,,,,
